203,718,297
202,2390,3053
201,64,1266
200,76800,6114
200,201,74
200,82500,6180
200,567000,92017
200,40100,68278
200,292000,42935
199,804,395
199,42,81
199,87600,44396
199,87600,13785
198,10700,6347
198,2090,168
198,10800,6368
198,968,55
197,14,808
197,148,0
195,38,1
194,11,20
194,13000,810
192,13000,16384
192,513000,104579
192,116000,9184
191,16,6
191,319000,13074
191,4670,11207
190,48800,342
189,87600,14669
187,229000,2192
186,305,9
186,7560,1275
185,0,155
185,893,370
184,22,8502
183,0,31877
182,22,19
181,380,3180
181,39,25
181,5,1
180,0,1188
180,87600,45384
180,87600,18759
179,87600,15515
178,294000,3233
178,18500,10415
178,1520,820
178,1940,1704
178,14400,23740
177,5060,51568
177,66,179
176,3040,123
176,859,677
176,26600,390
176,0,625
175,45,32
174,87600,83056
173,171000,25389
173,685,9821
173,4,52
172,2610,8793
171,53,300
171,87600,61806
170,0,1215
170,0,1237
170,40300,172
169,84000,6388
169,625,246
167,60,7
166,17500,1751
166,28,1394
166,93,13247
166,16,646
166,0,1150
166,26300,15348
166,1200,612
165,19300,6665
165,1620,2330
164,0,6
164,52900,1537
163,35600,10255
163,3220,2127
162,30700,725
162,568,1322
162,616,1893
162,616,2170
162,14500,1197
162,19900,4929
162,3080,7989
162,1690,13351
162,3640,12295
162,360,286
162,7360,3065
162,13600,695
162,544000,4927
161,820000,11030
161,18000,2737
159,159,965
158,1120,35
158,8830,8648
158,909,1509
158,29,198
158,567000,161226
157,5540,37239
157,0,65
157,0,830
157,1370,28317
157,0,1367
156,970,6470
156,11200,515
156,2730,1037
155,2090,938
155,0,6521
155,87600,13047
154,401000,24
154,836,405
154,888,25
154,87600,97940
153,92,12301
153,92,12536
153,513000,97125
152,285,432
151,3550,300
151,191,468
150,2110,265
150,813000,250645
149,60,1
148,11200,38891
146,813000,108385
145,11200,32071
144,2310,1982
144,42000,46296
143,1,8
143,13900,27194
142,0,406
141,5240,1091
141,1040000,1519
140,966,187
140,0,704
140,357,630
140,914,634
140,3280,700
140,813000,68139
139,7670,530
139,10200,781
139,31100,7084
139,87600,98803
139,97700,99612
139,5490,14929
138,87600,27251
138,127000,24497
138,28800,6470
138,2280,35888
137,117,4396
137,423000,109167
137,40,31
137,244,0
136,4380,17760
136,1560,5148
136,899,56434
135,548000,4147
135,14,4
134,311,5
133,0,41
132,87600,134940
131,0,1213
131,21200,175
130,3040,172
129,224,1122
129,87600,57555
128,48400,14595
128,137000,915
128,654,2533
128,204000,23347
128,170000,8979
128,99500,6255
128,775,1095
128,6190,632
128,0,6757
128,1310000,2317
128,719,6040
128,17700,4814
128,3540,5132
128,188,20029
128,948000,16968
128,7190,1508
128,1800,568
128,1500,385
128,150000,2880
128,1960,2022
128,0,136
128,360,194
128,902,54
128,171000,35247
128,602,2773
128,67900,8864
128,143000,25486
128,11300,19109
128,87600,11123
128,711,6779
128,99,212
128,66,192
128,66,119
128,62400,62752
128,0,4279
128,121000,52780
128,6600,1630
127,57,175
127,1250,20
127,296000,5610
127,464000,110264
125,610,546
125,87600,65827
123,5320,4
123,0,1070
123,132000,18028
123,69800,81745
122,1040,7540
122,434000,75022
121,1250,48
121,45800,75007
121,6980,10055
121,7520,5533
121,87600,34596
121,101000,21061
121,0,40
121,1320,28
121,14700,41
121,0,27
121,107000,12354
120,11200,6141
120,2,5
120,0,46
119,15400,54
119,854,570
119,43600,119
119,16000,55
119,6270,91057
118,8520,9479
118,0,1029
118,8880,9566
118,136,27
117,9070,893
117,33,505
117,0,4
117,567000,77690
116,1860,1560
116,9470,2662
116,482000,45341
116,55600,26409
116,53600,44533
116,139,4807
115,555,108
115,0,3526
115,87600,14833
115,383000,4453
113,0,2475
113,0,1753
113,0,884
113,0,1465
113,0,1020
113,12200,18115
113,219000,928
112,172000,16342
112,258,158
112,0,2831
110,42300,516
110,87600,118010
109,927000,50620
109,9260,25023
109,2380,45150
109,514,141787
109,1680,10035
109,578000,14455
109,13700,3409
109,534,964
109,904,12768
109,13700,16122
109,1780,602
109,73800,8026
109,21,1218
109,0,42911
109,1310000,93022
109,797,1345
109,46100,16467
109,0,1503
109,47300,1488
109,112000,69098
109,16,2558
109,9890,15514
109,132,2695
109,3030,33069
109,188,19648
109,0,28550
109,96800,67453
109,0,1071
109,0,4934
109,0,1942
109,1020000,12450
109,50,6033
109,296,3353
109,33600,43928
109,949,7188
109,96800,18124
109,20700,125732
109,370,10075
109,188000,28131
109,929,5943
109,0,18870
109,158,30587
109,144,108
109,632,134
109,16700,1145
109,3010,2522
109,37900,7792
109,11300,32896
109,734000,222163
109,68000,17928
109,3730,992
109,616,1968
109,616,2028
109,1300,281
109,74600,255
109,0,431
109,257000,138028
109,28200,120679
109,207000,54989
109,1230000,232946
109,14400,58954
109,60700,100180
109,295,7108
109,5910,14425
109,3490,30977
109,2550,1222
109,102000,30414
109,40900,4894
109,139000,33647
108,193000,52286
108,162000,55655
108,626000,16492
108,1620,5044
108,174000,15019
108,217000,42479
108,144000,57919
108,37700,1419
108,8220,153308
107,14400,1809
107,1170,237
106,15800,203
106,19100,241
104,10600,101227
104,1580,82
104,1930,371
104,11000,103311
103,38600,2408
103,3,2383
103,17400,17977
103,162000,67908
103,27900,134647
103,338000,32022
103,316,3041
103,11300,24819
103,25000,2949
103,286000,45870
102,1720,10876
102,52,2
102,1730,10978
102,4,7
101.7833333,77500,10912
101,0,85516
101,8,1
101,5670,1393
100,229,126765
99,771,1997
99,383,491
99,296000,148058
98,105000,58874
98,0,1453
98,774,59
98,0,2867
98,0,106
98,0,167140
98,3830,112
97,467,2124
97,778,2
97,42,0
97,589000,108932
97,15700,3641
96,9070,60431
96,197000,10305
96,8900,402
96,180000,42065
96,679000,114620
95,104,543
94,2130,735
94,1010,1345
94,104000,47119
94,678000,11812
94,2,46
92,11300,4131
92,45600,41824
91,175000,3086
90,4440,12767
90,46,12337
90,211,2988
90,252000,203
90,890000,34151
90,0,3792
90,3040,466
90,3840,2745
90,4020,719
90,3130,2329
90,168000,21672
90,296000,3394
90,1120,24
89,507,91
89,0,9
89,616,2107
89,57,3269
89,282000,6772
88,5320,9
87,312,252
87,592000,2594
87,20600,2322
86,77200,66472
86,434000,48302
86,87600,31434
86,434000,153642
86,27700,2001
85,191000,2350
85,1070,2
85,0,1
83,373,1128
83,1230000,1548
83,11100,256
82,685,78
81,0,41
81,13700,7084
81,87600,12492
81,0,9302
80,382,1072
80,0,17868
80,115,0
79,11,2778
79,2,39
78,0,43097
78,1940,688
78,5670,242
78,189000,71735
78,340,5928
78,168000,10151
78,1380,1363
78,30400,12155
78,234,1975
78,667000,10876
78,151,1329
78,372,3289
78,8780,903
78,387,236
78,27400,25530
78,734,9181
78,805,255
78,242,713
78,10400,12055
78,1570,181
78,44000,24422
78,18800,1754
78,94700,139
78,45500,25342
78,150000,25807
78,840000,18617
78,3290,50
78,4350,13427
77,40,19
77,200000,3072
77,434000,31395
76,191000,4716
74,0,5257
74,7270,1367
74,33500,27280
74,38000,1954
73,3870,15492
72,10900,13137
71,423000,49684
71,1250,49
71,15,125
70,0,1419
70,86400,12782
69,522,143617
69,236000,2258
69,6420,12813
69,38700,27015
69,1680,3043
69,14300,18772
69,3680,2974
69,0,0
69,7410,90835
69,67,10330
69,999,50561
69,109000,124992
69,734000,200318
69,9320,69982
69,6690,50229
69,23100,118
69,167000,14168
69,4350,43504
69,20600,4590
69,12000,3091
69,0,56420
68,167000,132123
67,382,1062
66,522000,254
65,160,31972
65,1700,10144
65,5270,6126
65,4330,275
65,90,1058
65,1230,6335
65,212,3451
65,0,418
65,3450,847
65,849,18332
64,0,3026
64,141,35
64,0,1503
64,1400,58
64,193000,72979
64,27400,50569
64,15700,16240
63,17700,10075
63,908,5556
63,4450,12952
63,499,243
63,274,74051
63,685,5447
63,3550,538
63,0,1199
63,0,1676
63,0,923
63,0,1219
63,25600,71
63,1110,1386
63,160000,1591
62,1890,16
62,836,638
62,40500,3285
62,25200,124574
62,716000,13692
62,118,47
61,1910,74
61,22300,3478
60,99000,41379
60,166,424
60,1350,1539
60,78900,69586
60,360000,177104
60,581000,3797
60,14100,18471
60,230,473
60,261000,1197
60,507000,17465
60,153000,6461
60,581000,1410
60,1210,706
60,184,9964
60,3380,11928
60,1350,1541
60,3850,2154
60,548,1347
60,1230,2412
60,1220,571
60,374,335
60,2010,225
60,0,519
60,0,1495
60,174000,80010
60,387,740
60,348,1091
60,18800,3186
60,1230,7368
60,3620,12013
60,367,53
60,24900,461
60,38000,1050
60,6730,1445
60,0,568
60,1,1
60,254000,160005
60,67,5
60,192,21425
60,292000,53222
60,56400,6052
59,292,54
59,0,2374
59,382,536
59,382,2132
59,101000,2082
59,108000,127167
59,6150,3568
59,1820,475
59,1820,546
59,1820,455
59,1820,511
59,1820,366
59,1820,790
59,1820,256
59,0,833
59,1820,305
59,1820,584
59,1820,428
59,143,56
58,29,570
58,2110,2978
58,477,535
58,281,3789
58,0,465
58,1680,3327
58,172,529
58,11300,31224
58,16800,111020
58,162,235
58,21200,456
58,423000,9458
58,569,1245
58,123000,2293
58,53600,14010
58,296000,2399
58,0,22
58,66,382
58,392,12419
58,0,62992
58,311,40581
58,197000,19313
58,806,3808
58,0,51
58,45700,1735
58,254000,18287
58,1170,8569
58,1130,3305
58,16900,1389
58,974,1496
57,0,39959
57,9250,16912
57,0,4342
57,14900,73721
57,2000,3100
57,37500,7472
57,240,2691
57,1550,2423
57,843,7677
57,1550,7188
57,50800,5734
57,7,17604
57,1310000,2203
57,1160000,2072
57,384000,20147
57,2780,619
57,6780,22407
57,0,6875
57,0,1313
57,296,2175
57,69,6516
57,0,7106
57,205,60
57,455,22
55,489,7
55,0,8
55,772,8688
55,0,12
55,177000,59537
55,177000,25649
55,177000,22467
54,2010,27641
54,1110,62
54,298,28716
53,6,13
53,6150,104501
53,0,9
53,519,42860
52,735,351
52,0,703
52,146000,36588
52,280000,224809
52,36,15
52,139,11551
51,22500,309
51,27,477
51,802,83
51,69800,4828
51,87600,228348
51,0,8
50,9890,6322
50,22900,46300
50,9890,5918
50,336000,15222
50,1600,303
50,667000,35665
50,1040,339
50,363,1487
49,3550,238
49,0,12
48,224000,43011
48,1710,23225
48,21800,2863
48,291000,47
48,0,13976
48,2,12
48,4,33
47,332,4696
47,971,1
47,53600,172868
47,567000,208124
47,33300,3937
46,42800,14362
45,8610,41228
45,666000,45589
45,1050000,15120
45,6,301
45,7060,66
45,949000,174659
45,0,997
44,3990,1008
44,0,86
43,3130,854
43,0,1374
43,11300,14952
43,76,91
43,0,140
43,970,129
42,33100,45240
42,366,2192
42,144,240
42,0,12
42,69,6303
42,4060,1324
42,840000,137454
42,65200,7645
42,5920,2017
42,23300,231470
42,74100,97255
42,60900,51
42,6050,191
42,76,3063
42,87,105
42,34,5683
41,313,28349
41,3920,1844
41,2510,557
41,70300,2867
41,1270,7701
41,99200,16915
41,11,0
41,394000,17379
41,418000,10512
41,1,0
40,74100,5969
40,1080,215
40,1040000,67071
40,74300,6126
40,0,146929
40,466000,71019
40,258,8
40,77200,66098
40,18200,13771
40,1090000,30248
40,11300,10135
40,311,115
40,470,8
40,62000,281
39,1040000,86806
39,136000,28239
39,98900,22963
38,3140,5
38,40,109
38,1820,348
38,0,1
37,341,3288
37,0,748
37,2860,2158
37,45,2
37,971,1
37,78200,66480
37,19900,1587
37,1990,2
37,10,2
36,284,106
36,497,554
36,4500,119
36,135,193
36,32,2
35,32200,208199
35,66,3859
35,374000,27849
35,647000,31617
35,0,6262
35,20700,109837
35,14100,23112
35,1630,5849
35,2150,59590
35,1330,72
35,3710,179
35,82200,1120
35,1040000,102146
34,6190,12292
34,0,1868
34,0,10251
34,837,2531
34,589000,80666
34,190000,9712
34,0,1
33,125000,47
33,17200,89
33,5240,32
33,29,12963
33,0,60
33,1820,348
33,1820,641
33,1630,2
32,13400,698
32,190000,12142
32,509,9833
32,640000,194469
32,711000,131494
32,423000,3627
32,23200,169488
32,999,10339
32,626000,166486
32,139000,154304
32,0,713
32,84,626
32,11100,17754
32,194000,661
32,397000,6566
32,567000,66589
32,12300,68022
31,82,36
31,1680,3310
31,775,1812
31,5790,314
31,35600,3558
31,0,6
31,2180,4796
31,11900,5198
31,92900,5237
31,0,402
31,1810,424
31,16,1141
31,831,1714
31,7260,3178
31,0,3
30,0,31465
30,251000,10248
30,319000,3642
30,0,1442
30,0,7332
30,0,4814
30,0,2623
30,249000,50069
30,56800,36551
30,675000,54946
30,336000,18235
30,393,49271
30,153000,8389
30,23,1680
30,381000,11723
30,196000,26135
30,1280000,3537
30,381000,6361
30,2880,8421
30,42400,23169
30,44500,5276
30,24100,3746
30,260,24718
30,7460,1338
30,2910,2509
30,15200,37485
30,137000,4828
30,33700,17360
30,598000,41321
30,362000,14706
30,2840,2852
30,405,1323
30,0,1595
30,11000,7333
30,0,759
30,39100,502
30,0,619
30,196,3202
30,211000,14780
30,0,410
30,41700,7930
30,1280,1565
30,33500,9626
30,5500,715
30,697000,16936
30,377000,4752
30,0,1715
30,0,3046
30,0,715
30,222000,1297
30,461000,895
30,11,406
30,9370,25464
30,1680,2705
30,20600,66983
30,838,2572
30,55600,47802
30,40200,691
30,1090,1941
30,969,14008
30,590000,2936
30,2110,2299
30,11600,441
30,167,7371
30,387,434
30,155000,16840
30,186000,524
30,0,1733
30,1280,5409
30,383,280
30,0,7690
30,118000,5580
30,858,2067
30,8290,359
30,4350,630
30,175,469
30,0,407
30,198000,48300
30,7490,186
30,390,631
30,29700,1749
30,1030,135
30,35600,8116
30,175000,324
30,118000,4735
30,6310,4230
30,22000,66537
30,0,3073
30,1390,6
30,48,1019
30,141000,148
30,2110,3664
30,3380,19501
30,407,6331
30,3940,6
30,1470,550
30,27500,968
30,136000,213878
30,11900,3731
30,212,84515
30,13700,8210
30,526,4781
30,11300,5447
30,27400,53856
30,17,8125
30,1390,1734
30,1040000,80882
30,565000,30383
30,9720,7570
30,74700,35381
30,26500,4196
30,37900,1219
30,0,137
30,8990,95
30,626000,4400
30,190000,186891
30,589000,44265
30,97900,6026
30,98100,126502
30,772,25165
30,15600,4366
30,540,67924
30,17500,5287
30,225000,97766
30,0,53878
30,589000,155935
30,202,3178
30,182,24857
30,98500,69894
30,163000,16363
30,3440,4030
30,40400,9679
30,0,1925
30,43800,18642
30,16,78
30,36100,130955
30,0,9865
30,567000,70514
30,2820,38826
30,0,303
30,0,2498
30,88600,23336
30,0,4
30,224,4
30,191000,4702
30,94000,11483
30,292000,39410
30,292000,21914
30,214000,2115
30,2860,2812
30,0,87837
30,186000,19655
30,441000,5980
30,0,5503
30,973000,183829
30,21700,10392
30,0,226067
29,0,656
29,26600,69
29,747,1160
29,1230000,1987
29,2240,144
29,0,8032
29,840000,12716
28,0,651
28,1430,121
28,0,17623
28,10400,3307
28,436000,81663
28,11300,6379
28,109000,114599
28,3090,14198
28,1890,454
28,220000,3804
28,4200,22
27,3140,7
27,0,0
27,3730,1074
27,589000,151804
27,553000,204991
27,716000,204877
27,11300,4632
27,840000,173684
27,29300,3166
27,93800,166500
27,888,6
27,589000,73707
27,640000,144505
27,716000,18797
27,69800,36798
27,518000,47783
27,567000,77173
27,518000,20355
27,95600,50368
26,1710,2939
26,9770,12013
26,3140,5
26,3140,5
26,0,1305
26,35600,9076
26,87600,50186
26,44,5
25,3660,1282
25,3140,6
25,0,7
25,466,317
25,6790,209
24,65,5
24,736000,33899
24,273000,25562
24,3440,5694
24,0,211
24,256000,7366
24,522000,1765
24,4350,1217
24,15200,66958
24,0,1
24,119000,2729
24,1230,3078
23,0,273
23,164000,20480
23,2160,3102
23,818,1014
23,539,1145
23,0,156
23,291000,383
23,727,9083
23,8390,14423
23,16200,161
23,1000,584
23,62,432
23,2020,8565
23,2330,460
23,0,1064
23,0,2427
23,48600,3348
23,74,1
22,2500,465
22,501,172
22,14500,5430
22,5,1
22,0,9588
22,9420,16780
21,384000,141644
21,0,1
21,0,521
21,2,3
21,553,10
21,553,6
20,460,1560
20,813,1733
20,1570,4021
20,44000,6396
20,12100,20200
20,179000,32535
20,232000,27501
20,178000,16485
20,408,359
20,312,2591
20,192,1527
20,17800,81531
20,3060,1137
20,0,374
20,59,3057
20,2480,2992
20,32,501
20,0,1632
20,578000,14979
20,43500,7950
20,426000,31614
20,27900,19113
20,3290,232333
20,1630,193
20,13300,129
20,57300,6136
20,24900,19
20,76100,29866
20,0,11358
20,58700,41165
20,121000,55416
20,24900,1992
20,0,707
20,0,992
20,194000,483
20,0,887
20,195000,5140
20,273000,21776
20,0,8088
20,468000,19165
20,211,5
20,480000,139
19,7600,1909
19,0,818
19,0,553
19,53600,17313
19,53600,25514
19,68000,439
18,176000,4956
18,566,251
18,0,859
18,0,1320
18,20300,10553
18,3040,652
18,2550,556
18,0,53024
18,2610,1418
18,283,3720
18,0,1166
18,0,655
18,3700,98500
18,0,2
18,381,47
18,7960,53
18,0,3
18,0,8
18,4920,17
18,150,5
18,4920,12
17,1200000,21138
17,4910,326
17,0,77590
17,0,14829
17,383,132
17,1560,8938
17,7330,572
17,0,0
17,0,766
17,4090,2110
16,65,4
16,0,0
16,0,1880
16,7970,72
16,0,1238
16,84,151
16,22600,18
16,24000,50275
16,329000,21029
16,0,4
16,1810,417
16,3440,1
16,0,629
16,0,10
16,0,2
16,0,1
16,0,790
15,29000,408
15,1260,1275
15,175000,51798
15,17000,8246
15,1020000,13058
15,356000,27980
15,153000,9148
15,164000,30005
15,34000,3898
15,196000,21042
15,0,644
15,48600,3925
15,151000,19310
15,167000,131
15,172000,25955
15,1160000,45405
15,20500,23114
15,391000,148384
15,0,9497
15,113000,3915
15,211000,1745
15,264000,47291
15,0,4663
15,277000,58635
15,42000,66657
15,107000,31304
15,423000,31606
15,0,2693
15,507000,34888
15,170000,5622
15,261000,931
15,0,23607
15,890000,23749
15,20,3837
15,114,6
15,3,6
15,0,78689
15,0,722
15,95600,16667
15,0,2043
15,0,4088
15,8780,313
15,1200000,23424
15,174000,7317
15,0,6153
15,90,814
15,466000,8849
15,7770,1095
15,90,1829
15,44000,11402
15,3280,334
15,58800,7473
15,73900,49419
15,295000,75938
15,1280,7141
15,593000,10328
15,414000,153906
15,850000,51529
15,193000,113029
15,180,399
15,6190,13623
15,0,2262
15,869000,7266
15,6210,9245
15,391000,142803
15,0,182362
15,111000,498
15,0,2674
15,0,22983
15,0,436
15,127000,7262
15,10900,171
15,2730,249
15,0,441
15,144000,29808
15,19300,309
15,36100,3602
15,189000,42034
15,342000,74852
15,700,600
15,0,7066
15,426000,3171
15,3280,50
15,470000,401
15,267000,44221
15,0,0
15,0,16
15,81100,8809
15,0,467
15,0,526
15,0,771
15,1130,2
15,0,32595
15,400000,1513
15,265000,26378
15,617000,10573
15,433000,28079
15,0,355
15,0,1201
15,0,2
15,2080,78785
15,2070,2075
15,157000,7538
15,0,1174
15,0,74
15,870000,175776
15,53500,25611
15,11300,14669
15,11300,8701
15,37700,45366
15,1090000,181546
15,35600,3441
15,24200,96265
15,0,15314
15,21000,170052
15,32400,114385
15,0,9952
15,41800,2067
15,73100,29303
15,0,117588
15,11300,7788
15,64800,115067
15,165000,144810
15,37200,26726
15,37,1732
15,14500,5543
15,107000,112263
15,88800,189129
15,325000,19605
15,456000,36280
15,0,16285
15,333,4743
15,35600,2641
15,4140,7511
15,10700,5905
15,589000,63178
15,95300,2961
15,589000,23068
15,0,0
15,0,480
15,80100,193
15,166000,6201
15,156,4
15,0,213
15,589000,222336
15,250000,40870
15,91600,76404
15,3330,4415
15,139000,30535
15,82500,118902
15,230000,12952
15,32900,50520
15,949000,127620
15,14700,53775
15,665,34
15,589000,147713
15,456000,41419
15,250000,93357
15,560000,98482
15,624000,42891
15,560000,98248
15,427000,2125
15,3020,97
15,36,1
15,121000,75298
15,0,4
15,734000,139159
15,435000,24349
15,292000,82536
15,140000,54855
15,0,2953
15,488000,147813
15,949000,110025
15,567000,250820
15,0,3155
15,259,1625
15,217000,69985
15,435000,42809
15,280000,7602
15,567000,142749
15,0,5264
15,771000,9829
15,292000,40909
15,567000,102773
15,12400,25761
15,207000,144345
15,97700,71571
15,567000,158983
15,549000,20741
15,450000,227548
15,287000,128878
15,249000,47327
15,567000,161206
15,0,1141
15,172000,53784
15,737000,150053
15,433000,83926
15,737000,195644
15,0,2931
15,1160000,38319
15,1160000,22617
15,68000,3150
15,292000,3542
15,678000,131700
15,771000,83309
15,76900,6758
15,51,839
15,294000,3853
15,1300000,3211
15,875000,147740
15,242,54592
15,2320,77703
15,97700,26287
15,567000,63635
15,873000,23961
15,139000,58080
15,528000,10379
15,68000,3655
15,875000,201152
15,145000,154832
15,194000,11875
15,273000,174221
15,0,1842
15,963000,147847
15,1300000,8849
15,68000,6437
15,567000,113161
15,51100,246
15,210000,90439
15,84100,64080
15,567000,191707
15,45500,28954
15,587000,5832
15,567000,138384
15,567000,250544
15,0,38
15,278000,3758
15,567000,223012
15,567000,194190
15,11300,234704
15,6020,11794
15,871000,33769
15,61600,71633
15,450000,13660
15,11100,236324
15,518000,6998
15,237000,150972
15,4760,73
15,145000,175396
15,207000,3672
15,246000,41141
15,462000,102618
15,886000,93152
15,132000,7604
15,292000,15653
15,518000,189653
15,870000,75539
15,506000,110685
15,0,665
15,419000,81192
15,717000,17822
15,3350,53972
15,506000,76299
15,1240000,5335
15,624000,18724
15,1160000,7201
15,302000,44372
15,771000,21209
15,1160000,7866
15,157000,122123
15,157000,76355
15,506000,129431
15,119000,2552
15,518000,2519
15,543000,49421
15,1010000,183500
15,97700,7602
15,0,1646
15,1220000,111905
15,554000,13567
15,554000,11919
15,292000,18736
15,875000,245385
15,59700,24206
15,506000,55605
15,554000,10169
15,13900,6732
15,30600,80501
15,788000,3874
15,791000,4749
15,58200,4124
15,973000,56629
15,249000,20228
15,249000,16166
15,305000,22955
15,664000,4128
15,778000,2152
15,419000,17441
15,8520,2689
15,462000,77837
15,518000,222598
15,130000,2928
15,12400,12397
15,210000,67157
15,68000,577
15,319000,3883
15,518000,33512
15,23500,17066
15,0,39034
14,2810,134
14,6710,30
14,26600,8
14,2810,166
14,6100,16
14,0,13
14,0,123
14,0,2
14,0,2389
14,0,4
13,0,2563
13,0,1633
13,0,11
13,0,96
13,0,1375
13,513000,47690
13,1820,452
13,0,4694
13,0,6
13,67200,46751
13,292000,30312
12,0,2
12,0,40
12,7970,84
12,7970,73
12,0,3526
12,0,11
12,12200,3307
12,2200,0
11,0,3095
11,6,35
11,60200,3197
11,0,0
11,0,1153
11,0,2458
11,0,739
11,38,1050
